Sport,League,Home_Team,Away_Team,Scenario,Home_Line,Away_Line,Actual_Point_Diff,Who_Covered,Winning_Line
BASKETBALL,NBA,IND PACERS,DET PISTONS,n/a,-7.0,7.0,14.0,IND PACERS,-7.0
BASKETBALL,NBA,CHA HORNETS,BKN NETS,n/a,-3.0,3.0,-21.0,BKN NETS,3.0
BASKETBALL,NBA,WAS WIZARDS,TOR RAPTORS,n/a,6.5,-6.5,-24.0,TOR RAPTORS,-6.5
BASKETBALL,NBA,NY KNICKS,DEN NUGGETS,n/a,-2.5,2.5,10.0,NY KNICKS,-2.5
BASKETBALL,NBA,MIA HEAT,CLE CAVALIERS,n/a,7.0,-7.0,-20.0,CLE CAVALIERS,-7.0
BASKETBALL,NBA,BOS CELTICS,CHI BULLS,n/a,-14.5,14.5,22.0,BOS CELTICS,-14.5
BASKETBALL,NBA,PHI 76ERS,SAC KINGS,n/a,9.0,-9.0,13.0,PHI 76ERS,9.0
BASKETBALL,NBA,NO PELICANS,DAL MAVERICKS,n/a,1.5,-1.5,-1.0,NO PELICANS,1.5
BASKETBALL,NBA,SA SPURS,LA CLIPPERS,n/a,4.0,-4.0,-12.0,LA CLIPPERS,-4.0
BASKETBALL,NBA,PHO SUNS,MIN TIMBERWOLVES,n/a,1.5,-1.5,-8.0,MIN TIMBERWOLVES,-1.5
BASKETBALL,NBA,GS WARRIORS,OKC THUNDER,n/a,10.0,-10.0,7.0,GS WARRIORS,10.0
BASKETBALL,NBA,PHI 76ERS,LA LAKERS,n/a,3.5,-3.5,14.0,PHI 76ERS,3.5
BASKETBALL,NBA,ATL HAWKS,HOU ROCKETS,n/a,6.0,-6.0,-4.0,ATL HAWKS,6.0
BASKETBALL,NBA,POR TRAIL BLAZERS,MIL BUCKS,n/a,5.5,-5.5,13.0,POR TRAIL BLAZERS,5.5
BASKETBALL,NBA,GS WARRIORS,UTA JAZZ,n/a,-12.5,12.5,11.0,UTA JAZZ,12.5
BASKETBALL,NBA,CHA HORNETS,LA LAKERS,n/a,5.5,-5.5,-5.0,CHA HORNETS,5.5
BASKETBALL,NBA,CLE CAVALIERS,DET PISTONS,n/a,-10.5,10.5,19.0,CLE CAVALIERS,-10.5
BASKETBALL,NBA,BOS CELTICS,HOU ROCKETS,n/a,-6.5,6.5,-2.0,HOU ROCKETS,6.5
BASKETBALL,NBA,NY KNICKS,MEM GRIZZLIES,n/a,-3.5,3.5,37.0,NY KNICKS,-3.5
BASKETBALL,NBA,BKN NETS,SAC KINGS,n/a,12.0,-12.0,-14.0,SAC KINGS,-12.0
BASKETBALL,NBA,MIA HEAT,ORL MAGIC,n/a,1.5,-1.5,6.0,MIA HEAT,1.5
BASKETBALL,NBA,TOR RAPTORS,NO PELICANS,n/a,2.0,-2.0,9.0,TOR RAPTORS,2.0
BASKETBALL,NBA,CHI BULLS,DEN NUGGETS,n/a,9.5,-9.5,8.0,CHI BULLS,9.5
BASKETBALL,NBA,MIN TIMBERWOLVES,ATL HAWKS,n/a,-10.5,10.5,8.0,ATL HAWKS,10.5
BASKETBALL,NBA,DAL MAVERICKS,WAS WIZARDS,n/a,-12.5,12.5,22.0,DAL MAVERICKS,-12.5
BASKETBALL,NBA,UTA JAZZ,MIL BUCKS,n/a,9.0,-9.0,-15.0,MIL BUCKS,-9.0
BASKETBALL,NBA,PHO SUNS,LA CLIPPERS,n/a,2.0,-2.0,2.0,PHO SUNS,2.0
FOOTBALL,NFL,PHI EAGLES,WAS COMMANDERS,n/a,-6.0,6.0,32.0,PHI EAGLES,-6.0
FOOTBALL,NFL,KC CHIEFS,BUF BILLS,n/a,-1.5,1.5,3.0,KC CHIEFS,-1.5
BASKETBALL,NBA,POR TRAIL BLAZERS,OKC THUNDER,n/a,14.0,-14.0,-10.0,POR TRAIL BLAZERS,14.0
BASKETBALL,NBA,SA SPURS,IND PACERS,n/a,2.5,-2.5,-38.0,IND PACERS,-2.5
BASKETBALL,NBA,MIN TIMBERWOLVES,DEN NUGGETS,n/a,4.5,-4.5,29.0,MIN TIMBERWOLVES,4.5
BASKETBALL,NBA,DAL MAVERICKS,BOS CELTICS,n/a,8.5,-8.5,-15.0,BOS CELTICS,-8.5
BASKETBALL,NBA,BKN NETS,MIA HEAT,n/a,9.0,-9.0,-9.0,BOTH,""
BASKETBALL,NBA,ORL MAGIC,DET PISTONS,n/a,-3.0,3.0,8.0,ORL MAGIC,-3.0
BASKETBALL,NBA,CHA HORNETS,NO PELICANS,n/a,4.0,-4.0,31.0,CHA HORNETS,4.0
BASKETBALL,NBA,NY KNICKS,SAC KINGS,n/a,-4.5,4.5,23.0,NY KNICKS,-4.5
BASKETBALL,NBA,CLE CAVALIERS,HOU ROCKETS,n/a,-3.5,3.5,-4.0,HOU ROCKETS,3.5
BASKETBALL,NBA,ATL HAWKS,TOR RAPTORS,n/a,-4.0,4.0,-23.0,TOR RAPTORS,4.0
BASKETBALL,NBA,MEM GRIZZLIES,UTA JAZZ,n/a,-11.0,11.0,22.0,MEM GRIZZLIES,-11.0
BASKETBALL,NBA,CHI BULLS,PHI 76ERS,n/a,-4.0,4.0,-12.0,PHI 76ERS,4.0
BASKETBALL,NBA,GS WARRIORS,LA LAKERS,n/a,1.0,-1.0,-10.0,LA LAKERS,-1.0
BASKETBALL,NBA,PHO SUNS,WAS WIZARDS,n/a,-14.0,14.0,10.0,WAS WIZARDS,14.0
BASKETBALL,NBA,LA CLIPPERS,MIL BUCKS,n/a,-3.0,3.0,10.0,LA CLIPPERS,-3.0
BASKETBALL,NBA,PHI 76ERS,CLE CAVALIERS,n/a,10.5,-10.5,3.0,PHI 76ERS,10.5
BASKETBALL,NBA,CHA HORNETS,POR TRAIL BLAZERS,n/a,-5.5,5.5,-5.0,POR TRAIL BLAZERS,5.5
BASKETBALL,NBA,MEM GRIZZLIES,NO PELICANS,n/a,-11.0,11.0,13.0,MEM GRIZZLIES,-11.0
BASKETBALL,CBB,BOWLING GREEN,TOLEDO,n/a,2.5,-2.5,-13.0,TOLEDO,-2.5
BASKETBALL,CBB,MARQUETTE,VILLANOVA,n/a,-9.5,9.5,13.0,MARQUETTE,-9.5
BASKETBALL,CBB,OHIO,KENT STATE,n/a,1.0,-1.0,2.0,OHIO,1.0
BASKETBALL,CBB,STONEHILL,CHICAGO STATE,n/a,-9.0,9.0,2.0,CHICAGO STATE,9.0
BASKETBALL,CBB,NORTHERN KENTUCKY,MILWAUKEE,n/a,1.5,-1.5,-20.0,MILWAUKEE,-1.5
BASKETBALL,CBB,DAYTON,SAINT JOSEPHS,n/a,-6.5,6.5,5.0,SAINT JOSEPHS,6.5
BASKETBALL,CBB,PURDUE,MICHIGAN,n/a,-4.0,4.0,27.0,PURDUE,-4.0
BASKETBALL,CBB,IOWA,PENN STATE,n/a,-3.5,3.5,1.0,PENN STATE,3.5
BASKETBALL,CBB,WASHINGTON,UCLA,n/a,5.0,-5.0,-5.0,BOTH,""
BASKETBALL,NBA,IND PACERS,SA SPURS,n/a,-3.0,3.0,-30.0,SA SPURS,3.0
BASKETBALL,NBA,ORL MAGIC,POR TRAIL BLAZERS,n/a,-8.0,8.0,-22.0,POR TRAIL BLAZERS,8.0
BASKETBALL,NBA,MIL BUCKS,MIA HEAT,n/a,-7.5,7.5,29.0,MIL BUCKS,-7.5
BASKETBALL,NBA,ATL HAWKS,TOR RAPTORS,n/a,-4.5,4.5,-3.0,TOR RAPTORS,4.5
BASKETBALL,NBA,OKC THUNDER,DAL MAVERICKS,n/a,-13.0,13.0,-6.0,DAL MAVERICKS,13.0
BASKETBALL,NBA,DEN NUGGETS,SAC KINGS,n/a,-8.5,8.5,9.0,DEN NUGGETS,-8.5
BASKETBALL,NBA,LA LAKERS,BOS CELTICS,n/a,5.0,-5.0,21.0,LA LAKERS,5.0
BASKETBALL,NBA,LA CLIPPERS,WAS WIZARDS,n/a,-14.0,14.0,17.0,LA CLIPPERS,-14.0
BASKETBALL,NBA,GS WARRIORS,CHI BULLS,n/a,-1.5,1.5,25.0,GS WARRIORS,-1.5
BASKETBALL,CBB,GEORGIA SOUTHERN,COASTAL CAROLINA,n/a,-6.0,6.0,27.0,GEORGIA SOUTHERN,-6.0
BASKETBALL,CBB,LOUISIANA,TEXAS STATE,n/a,6.0,-6.0,-15.0,TEXAS STATE,-6.0
BASKETBALL,CBB,WILLIAM & MARY,HAMPTON,n/a,-6.5,6.5,11.0,WILLIAM & MARY,-6.5
BASKETBALL,CBB,UMASS LOWELL,MAINE,n/a,-4.5,4.5,-1.0,MAINE,4.5
BASKETBALL,CBB,BELLARMINE,FLORIDA GULF COAST,n/a,11.0,-11.0,-16.0,FLORIDA GULF COAST,-11.0
BASKETBALL,CBB,MEMPHIS,WICHITA STATE,n/a,-13.0,13.0,8.0,WICHITA STATE,13.0
BASKETBALL,CBB,ELON,MONMOUTH,n/a,-11.0,11.0,12.0,ELON,-11.0
BASKETBALL,CBB,TOWSON,NORTH CAROLINA A&T,n/a,-13.0,13.0,16.0,TOWSON,-13.0
BASKETBALL,CBB,VERMONT,NJIT,n/a,-16.0,16.0,4.0,NJIT,16.0
BASKETBALL,CBB,LOUISIANA TECH,WESTERN KENTUCKY,n/a,-5.0,5.0,10.0,LOUISIANA TECH,-5.0
BASKETBALL,CBB,GEORGIA STATE,MARSHALL,n/a,5.5,-5.5,-13.0,MARSHALL,-5.5
BASKETBALL,CBB,NEW HAMPSHIRE,BRYANT,n/a,15.0,-15.0,-19.0,BRYANT,-15.0
BASKETBALL,CBB,EASTERN KENTUCKY,STETSON,n/a,-12.5,12.5,-1.0,STETSON,12.5
BASKETBALL,CBB,CHARLESTON,UNC WILMINGTON,n/a,-3.0,3.0,-2.0,UNC WILMINGTON,3.0
BASKETBALL,CBB,WEST GEORGIA,JACKSONVILLE,n/a,9.5,-9.5,-17.0,JACKSONVILLE,-9.5
BASKETBALL,CBB,NORTHEASTERN,DREXEL,n/a,-3.0,3.0,9.0,NORTHEASTERN,-3.0
BASKETBALL,CBB,SAINT PETERS,MERRIMACK,n/a,1.0,-1.0,-11.0,MERRIMACK,-1.0
BASKETBALL,CBB,CHATTANOOGA,SAMFORD,n/a,1.0,-1.0,-4.0,SAMFORD,-1.0
BASKETBALL,CBB,QUEENS NC,NORTH FLORIDA,n/a,-4.0,4.0,-9.0,NORTH FLORIDA,4.0
BASKETBALL,CBB,NORTH ALABAMA,LIPSCOMB,n/a,1.0,-1.0,10.0,NORTH ALABAMA,1.0
BASKETBALL,CBB,SAM HOUSTON,MIDDLE TENNESSEE,n/a,1.5,-1.5,-2.0,MIDDLE TENNESSEE,-1.5
BASKETBALL,CBB,CENTRAL ARKANSAS,AUSTIN PEAY,n/a,2.0,-2.0,-2.0,BOTH,""
BASKETBALL,CBB,ORAL ROBERTS,DENVER,n/a,-5.5,5.5,-2.0,DENVER,5.5
BASKETBALL,CBB,UMKC,SOUTH DAKOTA STATE,n/a,4.5,-4.5,-1.0,UMKC,4.5
BASKETBALL,CBB,NORTH DAKOTA,SOUTH DAKOTA,n/a,-3.5,3.5,-9.0,SOUTH DAKOTA,3.5
BASKETBALL,CBB,ABILENE CHRISTIAN,TARLETON STATE,n/a,-4.0,4.0,11.0,ABILENE CHRISTIAN,-4.0
BASKETBALL,CBB,UT ARLINGTON,SEATTLE,n/a,2.0,-2.0,9.0,UT ARLINGTON,2.0
BASKETBALL,CBB,OMAHA,SAINT THOMAS MN,n/a,3.0,-3.0,11.0,OMAHA,3.0
BASKETBALL,CBB,SOUTHERN UTAH,GRAND CANYON,n/a,11.0,-11.0,-15.0,GRAND CANYON,-11.0
BASKETBALL,CBB,WESTERN ILLINOIS,LITTLE ROCK,n/a,4.5,-4.5,-11.0,LITTLE ROCK,-4.5
BASKETBALL,CBB,SIU EDWARDSVILLE,SOUTHERN INDIANA,n/a,-6.5,6.5,6.0,SOUTHERN INDIANA,6.5
BASKETBALL,CBB,TENNESSEE STATE,TENNESSEE TECH,n/a,-5.0,5.0,12.0,TENNESSEE STATE,-5.0
BASKETBALL,CBB,LINDENWOOD,SE MISSOURI STATE,n/a,1.5,-1.5,4.0,LINDENWOOD,1.5
BASKETBALL,CBB,ILLINOIS,MARYLAND,n/a,-7.5,7.5,-21.0,MARYLAND,7.5
BASKETBALL,CBB,SAINT MARYS,SAN FRANCISCO,n/a,-10.0,10.0,20.0,SAINT MARYS,-10.0
BASKETBALL,CBB,NEW MEXICO STATE,KENNESAW STATE,n/a,-8.0,8.0,-13.0,KENNESAW STATE,8.0
BASKETBALL,CBB,ARKANSAS STATE,APPALACHIAN STATE,n/a,-7.5,7.5,10.0,ARKANSAS STATE,-7.5
BASKETBALL,CBB,UTEP,JACKSONVILLE STATE,n/a,-7.0,7.0,-7.0,JACKSONVILLE STATE,7.0
BASKETBALL,CBB,UC DAVIS,HAWAII,n/a,-1.0,1.0,2.0,UC DAVIS,-1.0
BASKETBALL,CBB,EASTERN ILLINOIS,MOREHEAD STATE,n/a,4.0,-4.0,-7.0,MOREHEAD STATE,-4.0
BASKETBALL,CBB,IDAHO,NORTHERN COLORADO,n/a,4.0,-4.0,1.0,IDAHO,4.0
BASKETBALL,CBB,EASTERN WASHINGTON,NORTHERN ARIZONA,n/a,-2.5,2.5,-9.0,NORTHERN ARIZONA,2.5
BASKETBALL,CBB,OREGON STATE,PEPPERDINE,n/a,-13.0,13.0,20.0,OREGON STATE,-13.0
BASKETBALL,CBB,UC SAN DIEGO,UC SANTA BARBARA,n/a,-10.0,10.0,14.0,UC SAN DIEGO,-10.0
BASKETBALL,CBB,CSUN,LONG BEACH STATE,n/a,-13.5,13.5,10.0,LONG BEACH STATE,13.5
BASKETBALL,CBB,UC RIVERSIDE,UC IRVINE,n/a,7.5,-7.5,4.0,UC RIVERSIDE,7.5
BASKETBALL,CBB,PACIFIC,LOYOLA MARYMOUNT,n/a,6.5,-6.5,-5.0,PACIFIC,6.5
BASKETBALL,CBB,CAL STATE FULLERTON,CSU BAKERSFIELD,n/a,4.5,-4.5,-3.0,CAL STATE FULLERTON,4.5
BASKETBALL,CBB,PORTLAND STATE,WEBER STATE,n/a,-3.5,3.5,18.0,PORTLAND STATE,-3.5
BASKETBALL,CBB,SACRAMENTO STATE,IDAHO STATE,n/a,5.5,-5.5,4.0,SACRAMENTO STATE,5.5
BASKETBALL,CBB,PORTLAND,SAN DIEGO,n/a,-3.0,3.0,10.0,PORTLAND,-3.0
BASKETBALL,CBB,SANTA CLARA,WASHINGTON STATE,n/a,-5.0,5.0,28.0,SANTA CLARA,-5.0
BASKETBALL,CBB,CALIFORNIA BAPTIST,UTAH VALLEY,n/a,-3.0,3.0,-5.0,UTAH VALLEY,3.0
BASKETBALL,NBA,BKN NETS,PHO SUNS,n/a,13.0,-13.0,-24.0,PHO SUNS,-13.0
BASKETBALL,NBA,DAL MAVERICKS,MIN TIMBERWOLVES,n/a,3.5,-3.5,-1.0,DAL MAVERICKS,3.5
BASKETBALL,NBA,ATL HAWKS,DET PISTONS,n/a,-3.0,3.0,-10.0,DET PISTONS,3.0
BASKETBALL,NBA,OKC THUNDER,UTA JAZZ,n/a,-16.5,16.5,9.0,UTA JAZZ,16.5
BASKETBALL,NBA,HOU ROCKETS,CLE CAVALIERS,n/a,2.0,-2.0,1.0,HOU ROCKETS,2.0
BASKETBALL,NBA,MEM GRIZZLIES,CHA HORNETS,n/a,-12.0,12.0,12.0,BOTH,""
BASKETBALL,NBA,SAC KINGS,GS WARRIORS,n/a,-7.5,7.5,6.0,GS WARRIORS,7.5
BASKETBALL,NBA,LA CLIPPERS,BOS CELTICS,n/a,11.0,-11.0,-4.0,LA CLIPPERS,11.0
BASKETBALL,CBB,HOUSTON,UTAH,n/a,-18.0,18.0,34.0,HOUSTON,-18.0
BASKETBALL,CBB,VMI,FURMAN,n/a,9.0,-9.0,9.0,VMI,9.0
BASKETBALL,CBB,YOUNGSTOWN STATE,ROBERT MORRIS,n/a,-3.0,3.0,-2.0,ROBERT MORRIS,3.0
BASKETBALL,CBB,TCU,KANSAS,n/a,6.5,-6.5,-13.0,KANSAS,-6.5
BASKETBALL,CBB,NORTHWESTERN,INDIANA,n/a,-6.0,6.0,9.0,NORTHWESTERN,-6.0
BASKETBALL,CBB,SOUTH CAROLINA,FLORIDA,n/a,11.5,-11.5,-1.0,SOUTH CAROLINA,11.5
BASKETBALL,CBB,GEORGIA TECH,VIRGINIA TECH,n/a,-5.5,5.5,7.0,GEORGIA TECH,-5.5
BASKETBALL,CBB,UNC GREENSBORO,MERCER,n/a,-8.5,8.5,-1.0,MERCER,8.5
BASKETBALL,CBB,WOFFORD,THE CITADEL,n/a,-15.5,15.5,11.0,THE CITADEL,15.5
BASKETBALL,CBB,OLD DOMINION,JAMES MADISON,n/a,4.5,-4.5,-14.0,JAMES MADISON,-4.5
BASKETBALL,CBB,USC UPSTATE,HIGH POINT,n/a,15.0,-15.0,-9.0,USC UPSTATE,15.0
BASKETBALL,CBB,CLEVELAND STATE,DETROIT MERCY,n/a,-14.5,14.5,15.0,CLEVELAND STATE,-14.5
BASKETBALL,CBB,UMASS,GEORGE WASHINGTON,n/a,-1.5,1.5,13.0,UMASS,-1.5
BASKETBALL,CBB,ETSU,WESTERN CAROLINA,n/a,-14.5,14.5,27.0,ETSU,-14.5
BASKETBALL,CBB,CHARLOTTE,SOUTH FLORIDA,n/a,2.5,-2.5,8.0,CHARLOTTE,2.5
BASKETBALL,CBB,OAKLAND,PURDUE FORT WAYNE,n/a,-1.0,1.0,4.0,OAKLAND,-1.0
BASKETBALL,CBB,WRIGHT STATE,MILWAUKEE,n/a,-2.5,2.5,-16.0,MILWAUKEE,2.5
BASKETBALL,CBB,AMERICAN,LEHIGH,n/a,-6.5,6.5,1.0,LEHIGH,6.5
BASKETBALL,CBB,SOUTHERN ILLINOIS,MURRAY STATE,n/a,1.0,-1.0,-10.0,MURRAY STATE,-1.0
BASKETBALL,CBB,RADFORD,LONGWOOD,n/a,-3.0,3.0,-3.0,LONGWOOD,3.0
BASKETBALL,CBB,GREEN BAY,IU INDIANAPOLIS,n/a,2.0,-2.0,-9.0,IU INDIANAPOLIS,-2.0
BASKETBALL,CBB,LOYOLA MARYLAND,LAFAYETTE,n/a,-1.5,1.5,-11.0,LAFAYETTE,1.5
BASKETBALL,CBB,NAVY,BOSTON UNIVERSITY,n/a,-1.5,1.5,15.0,NAVY,-1.5
BASKETBALL,CBB,GARDNER-WEBB,UNC ASHEVILLE,n/a,-2.0,2.0,-8.0,UNC ASHEVILLE,2.0
BASKETBALL,CBB,DRAKE,VALPARAISO,n/a,-14.0,14.0,10.0,VALPARAISO,14.0
BASKETBALL,CBB,PRESBYTERIAN,CHARLESTON SOUTHERN,n/a,-2.5,2.5,10.0,PRESBYTERIAN,-2.5
BASKETBALL,CBB,NORTH TEXAS,TEMPLE,n/a,-9.5,9.5,9.0,TEMPLE,9.5
BASKETBALL,CBB,SAINT LOUIS,LA SALLE,n/a,-10.5,10.5,12.0,SAINT LOUIS,-10.5
BASKETBALL,CBB,COLORADO STATE,BOISE STATE,n/a,-1.0,1.0,3.0,COLORADO STATE,-1.0
BASKETBALL,CBB,EVANSVILLE,ILLINOIS CHICAGO,n/a,5.0,-5.0,-11.0,ILLINOIS CHICAGO,-5.0
BASKETBALL,CBB,OLE MISS,TEXAS A&M,n/a,-3.0,3.0,-1.0,TEXAS A&M,3.0
BASKETBALL,CBB,NEBRASKA,USC,n/a,-6.0,6.0,-5.0,USC,6.0
BASKETBALL,CBB,BAYLOR,KANSAS STATE,n/a,-12.5,12.5,8.0,KANSAS STATE,12.5
BASKETBALL,CBB,ARKANSAS,GEORGIA,n/a,-1.0,1.0,3.0,ARKANSAS,-1.0
BASKETBALL,CBB,UTAH STATE,NEVADA,n/a,-7.0,7.0,21.0,UTAH STATE,-7.0
BASKETBALL,CBB,CALIFORNIA,FLORIDA STATE,n/a,2.0,-2.0,9.0,CALIFORNIA,2.0
BASKETBALL,CBB,AIR FORCE,SAN DIEGO STATE,n/a,13.5,-13.5,-1.0,AIR FORCE,13.5
BASKETBALL,CBB,STANFORD,MIAMI FL,n/a,-11.0,11.0,37.0,STANFORD,-11.0
BASKETBALL,NBA,DEN NUGGETS,PHI 76ERS,n/a,-12.5,12.5,35.0,DEN NUGGETS,-12.5
BASKETBALL,NBA,LA LAKERS,WAS WIZARDS,n/a,-13.5,13.5,23.0,LA LAKERS,-13.5
BASKETBALL,CBB,TEXAS,MISSOURI,n/a,-3.0,3.0,8.0,TEXAS,-3.0
BASKETBALL,CBB,SMU,LOUISVILLE,n/a,-2.0,2.0,-25.0,LOUISVILLE,2.0
BASKETBALL,CBB,WEST VIRGINIA,ARIZONA STATE,n/a,-9.0,9.0,-8.0,ARIZONA STATE,9.0
BASKETBALL,CBB,IOWA,MINNESOTA,n/a,-8.5,8.5,-5.0,MINNESOTA,8.5
BASKETBALL,CBB,WAKE FOREST,NORTH CAROLINA,n/a,-1.0,1.0,1.0,BOTH,""
BASKETBALL,CBB,DEPAUL,CREIGHTON,n/a,7.5,-7.5,-24.0,CREIGHTON,-7.5
BASKETBALL,CBB,OKLAHOMA STATE,ARIZONA,n/a,8.5,-8.5,-14.0,ARIZONA,-8.5
BASKETBALL,CBB,UCLA,WISCONSIN,n/a,-4.0,4.0,2.0,WISCONSIN,4.0
BASKETBALL,CBB,OREGON,WASHINGTON,n/a,-12.5,12.5,11.0,WASHINGTON,12.5
BASKETBALL,CBB,UNLV,WYOMING,n/a,-8.5,8.5,-2.0,WYOMING,8.5
BASKETBALL,NBA,CHA HORNETS,DAL MAVERICKS,n/a,6.5,-6.5,5.0,CHA HORNETS,6.5
BASKETBALL,NBA,HOU ROCKETS,DET PISTONS,n/a,-7.5,7.5,-11.0,DET PISTONS,7.5
BASKETBALL,NBA,MEM GRIZZLIES,MIN TIMBERWOLVES,n/a,-6.0,6.0,2.0,MIN TIMBERWOLVES,6.0
BASKETBALL,NBA,NY KNICKS,ATL HAWKS,n/a,-7.0,7.0,9.0,NY KNICKS,-7.0
BASKETBALL,NBA,CLE CAVALIERS,PHO SUNS,n/a,-8.0,8.0,26.0,CLE CAVALIERS,-8.0
BASKETBALL,NBA,GS WARRIORS,BOS CELTICS,n/a,10.0,-10.0,-40.0,BOS CELTICS,-10.0
BASKETBALL,NBA,NO PELICANS,UTA JAZZ,n/a,-10.0,10.0,4.0,UTA JAZZ,10.0
BASKETBALL,NBA,LA CLIPPERS,CHI BULLS,n/a,-6.5,6.5,-13.0,CHI BULLS,6.5
FOOTBALL,CFB,NOTRE DAME,OHIO STATE,NATIONAL CHAMPIONSHIP,8.5,-8.5,-11.0,OHIO STATE,-8.5
BASKETBALL,CBB,UNC WILMINGTON,WILLIAM & MARY,n/a,-7.0,7.0,11.0,UNC WILMINGTON,-7.0
BASKETBALL,CBB,YALE,DARTMOUTH,n/a,-17.0,17.0,16.0,DARTMOUTH,17.0
BASKETBALL,CBB,HARVARD,PENNSYLVANIA,n/a,-7.5,7.5,-15.0,PENNSYLVANIA,7.5
BASKETBALL,CBB,NORTHWESTERN STATE,NEW ORLEANS,n/a,-9.0,9.0,12.0,NORTHWESTERN STATE,-9.0
BASKETBALL,CBB,EAST TEXAS A&M,SE LOUISIANA,n/a,5.5,-5.5,-8.0,SE LOUISIANA,-5.5
BASKETBALL,CBB,NICHOLLS STATE,LAMAR,n/a,-4.5,4.5,-4.0,LAMAR,4.5
BASKETBALL,CBB,PRAIRIE VIEW,ALCORN,n/a,-4.0,4.0,-8.0,ALCORN,4.0
BASKETBALL,CBB,MCNEESE,STEPHEN F. AUSTIN,n/a,-14.5,14.5,20.0,MCNEESE,-14.5
BASKETBALL,CBB,TEXAS SOUTHERN,JACKSON STATE,n/a,-4.5,4.5,8.0,TEXAS SOUTHERN,-4.5
BASKETBALL,CBB,NEW MEXICO,FRESNO STATE,n/a,-21.5,21.5,28.0,NEW MEXICO,-21.5
BASKETBALL,CBB,INCARNATE WORD,UT RIO GRANDE VALLEY,n/a,-3.0,3.0,-7.0,UT RIO GRANDE VALLEY,3.0
BASKETBALL,CBB,VILLANOVA,GEORGETOWN,n/a,-9.0,9.0,-1.0,GEORGETOWN,9.0
BASKETBALL,CBB,PENN STATE,RUTGERS,n/a,-7.0,7.0,8.0,PENN STATE,-7.0
BASKETBALL,CBB,FLORIDA A&M,MISSISSIPPI VALLEY,n/a,-14.5,14.5,30.0,FLORIDA A&M,-14.5
BASKETBALL,CBB,BETHUNE-COOKMAN,ARKANSAS-PINE BLUFF,n/a,-12.0,12.0,9.0,ARKANSAS-PINE BLUFF,12.0
BASKETBALL,CBB,HOUSTON CHRISTIAN,A&M-CORPUS CHRISTI,n/a,6.0,-6.0,4.0,HOUSTON CHRISTIAN,6.0
BASKETBALL,CBB,CHICAGO STATE,FAIRLEIGH DICKINSON,n/a,3.0,-3.0,-10.0,FAIRLEIGH DICKINSON,-3.0
BASKETBALL,CBB,MONTANA STATE,EASTERN WASHINGTON,n/a,-5.5,5.5,10.0,MONTANA STATE,-5.5
BASKETBALL,CBB,MONTANA,IDAHO,n/a,-5.0,5.0,5.0,BOTH,""
BASKETBALL,CBB,NORTH CAROLINA A&T,HAMPTON,n/a,2.0,-2.0,-1.0,NORTH CAROLINA A&T,2.0
