Sport,League,Home_Team,Away_Team,Scenario,Home_Line,Away_Line,Who_Won,Winning_Line
BASKETBALL,COLLEGE MENS,MORGAN STATE,NORFOLK STATE,n/a,425,-575,MORGAN STATE,425
BASKETBALL,COLLEGE MENS,SOUTH CAROLINA STATE,MD EASTERN SHORE,n/a,-1600,900,SOUTH CAROLINA STATE,-1600
BASKETBALL,COLLEGE MENS,SOUTHERN UNIVERSITY,BETHUNE-COOKMAN,n/a,-250,205,SOUTHERN UNIVERSITY,-250
BASKETBALL,COLLEGE MENS,NC CENTRAL,DELAWARE STATE,n/a,-278,225,NC CENTRAL,-278
BASKETBALL,COLLEGE MENS,STEPHEN F. AUSTIN,SE LOUISIANA,n/a,-245,200,SE LOUISIANA,200
BASKETBALL,COLLEGE MENS,INCARNATE WORD,NICHOLLS STATE,n/a,-120,100,NICHOLLS STATE,100
BASKETBALL,COLLEGE MENS,HOUSTON CHRISTIAN,MCNEESE,n/a,1000,-1800,MCNEESE,-1800
BASKETBALL,COLLEGE MENS,LAMAR,NEW ORLEANS,n/a,-1350,800,NEW ORLEANS,800
BASKETBALL,COLLEGE MENS,JACKSON STATE,ALABAMA A&M,n/a,-455,350,JACKSON STATE,-455
BASKETBALL,COLLEGE MENS,A&M-CORPUS CHRISTI,NORTHWESTERN STATE,n/a,-440,340,A&M-CORPUS CHRISTI,-440
BASKETBALL,COLLEGE MENS,ELON,CAMPBELL,n/a,-345,275,ELON,-345
BASKETBALL,COLLEGE MENS,GRAMBLING,FLORIDA A&M,n/a,-355,280,GRAMBLING,-355
BASKETBALL,NBA,ORL MAGIC,MIL BUCKS,n/a,215,-265,MIL BUCKS,-265
BASKETBALL,NBA,PHI 76ERS,NO PELICANS,n/a,-205,170,NO PELICANS,170
BASKETBALL,NBA,IND PACERS,GS WARRIORS,n/a,-305,245,IND PACERS,-305
BASKETBALL,NBA,NY KNICKS,OKC THUNDER,n/a,160,-192,OKC THUNDER,-192
BASKETBALL,NBA,BOS CELTICS,SAC KINGS,n/a,-500,380,SAC KINGS,380
BASKETBALL,NBA,CHI BULLS,WAS WIZARDS,n/a,-625,455,CHI BULLS,-625
BASKETBALL,NBA,DEN NUGGETS,BKN NETS,n/a,-1200,750,DEN NUGGETS,-1200
FOOTBALL,CFB,TEXAS,OHIO STATE,n/a,190,-230,OHIO STATE,-230
BASKETBALL,COLLEGE MENS,WISCONSIN,MINNESOTA,n/a,-1200,750,WISCONSIN,-1200
BASKETBALL,COLLEGE MENS,SAINT FRANCIS PA,MERCYHURST,n/a,-155,130,SAINT FRANCIS PA,-155
BASKETBALL,COLLEGE MENS,MARYLAND,UCLA,n/a,-218,180,MARYLAND,-218
BASKETBALL,COLLEGE MENS,TOLEDO,CENTRAL MICHIGAN,n/a,-192,160,TOLEDO,-192
BASKETBALL,NBA,ORL MAGIC,MIN TIMBERWOLVES,n/a,180,-218,MIN TIMBERWOLVES,-218
BASKETBALL,NBA,DET PISTONS,GS WARRIORS,n/a,-130,110,GS WARRIORS,110
BASKETBALL,NBA,CLE CAVALIERS,TOR RAPTORS,n/a,-1350,800,CLE CAVALIERS,-1350
BASKETBALL,NBA,MEM GRIZZLIES,HOU ROCKETS,n/a,-108,-112,HOU ROCKETS,-112
BASKETBALL,NBA,DAL MAVERICKS,POR TRAIL BLAZERS,n/a,-310,250,DAL MAVERICKS,-310
BASKETBALL,NBA,PHO SUNS,ATL HAWKS,n/a,-225,185,PHO SUNS,-225
BASKETBALL,NBA,UTA JAZZ,MIA HEAT,n/a,180,-218,MIA HEAT,-218
FOOTBALL,CFB,PENN STATE,NOTRE DAME,n/a,105,-125,NOTRE DAME,-125
BASKETBALL,COLLEGE MENS,LITTLE ROCK,MOREHEAD STATE,n/a,-180,150,MOREHEAD STATE,150
BASKETBALL,COLLEGE MENS,CHATTANOOGA,UNC GREENSBORO,n/a,-175,145,UNC GREENSBORO,145
BASKETBALL,COLLEGE MENS,RUTGERS,PURDUE,n/a,114,-135,PURDUE,-135
BASKETBALL,COLLEGE MENS,OHIO STATE,OREGON,n/a,-162,136,OREGON,136
BASKETBALL,COLLEGE MENS,UMASS LOWELL,VERMONT,n/a,-250,205,VERMONT,205
BASKETBALL,COLLEGE MENS,IU INDIANAPOLIS,DETROIT MERCY,n/a,-205,170,IU INDIANAPOLIS,-205
BASKETBALL,COLLEGE MENS,BELLARMINE,JACKSONVILLE,n/a,260,-325,JACKSONVILLE,-325
BASKETBALL,COLLEGE MENS,TROY,TEXAS STATE,n/a,-298,240,TEXAS STATE,240
BASKETBALL,COLLEGE MENS,MONMOUTH,UNC WILMINGTON,n/a,160,-192,UNC WILMINGTON,-192
BASKETBALL,COLLEGE MENS,WRIGHT STATE,OAKLAND,n/a,-155,130,WRIGHT STATE,-155
BASKETBALL,COLLEGE MENS,NORTH CAROLINA A&T,DELAWARE,n/a,150,-180,DELAWARE,-180
BASKETBALL,COLLEGE MENS,HAMPTON,CAMPBELL,n/a,-205,170,CAMPBELL,170
BASKETBALL,COLLEGE MENS,NJIT,UMBC,n/a,295,-375,UMBC,-375
BASKETBALL,COLLEGE MENS,TOWSON,NORTHEASTERN,n/a,-218,180,TOWSON,-218
BASKETBALL,COLLEGE MENS,MARSHALL,JAMES MADISON,n/a,-125,105,MARSHALL,-125
BASKETBALL,COLLEGE MENS,WILLIAM & MARY,ELON,n/a,-148,124,WILLIAM & MARY,-148
BASKETBALL,COLLEGE MENS,EASTERN KENTUCKY,NORTH FLORIDA,n/a,-166,140,EASTERN KENTUCKY,-166
BASKETBALL,COLLEGE MENS,FLORIDA GULF COAST,NORTH ALABAMA,n/a,-120,100,FLORIDA GULF COAST,-120
BASKETBALL,COLLEGE MENS,STETSON,CENTRAL ARKANSAS,n/a,-130,110,STETSON,-130
BASKETBALL,COLLEGE MENS,LOUISIANA TECH,FIU,n/a,-360,285,LOUISIANA TECH,-360
BASKETBALL,COLLEGE MENS,MIDDLE TENNESSEE,KENNESAW STATE,n/a,-440,340,MIDDLE TENNESSEE,-440
BASKETBALL,COLLEGE MENS,MICHIGAN STATE,WASHINGTON,n/a,-1350,800,MICHIGAN STATE,-1350
BASKETBALL,COLLEGE MENS,ORAL ROBERTS,NORTH DAKOTA STATE,n/a,250,-310,NORTH DAKOTA STATE,-310
BASKETBALL,COLLEGE MENS,SAMFORD,VMI,n/a,-2100,1100,SAMFORD,-2100
BASKETBALL,COLLEGE MENS,SOUTHERN MISS,ULM,n/a,-425,330,SOUTHERN MISS,-425
BASKETBALL,COLLEGE MENS,LIPSCOMB,QUEENS NC,n/a,-1600,900,QUEENS NC,900
BASKETBALL,COLLEGE MENS,AUSTIN PEAY,WEST GEORGIA,n/a,-380,300,WEST GEORGIA,300
BASKETBALL,COLLEGE MENS,WESTERN KENTUCKY,JACKSONVILLE STATE,n/a,-290,235,JACKSONVILLE STATE,-290
BASKETBALL,COLLEGE MENS,UTAH VALLEY,GRAND CANYON,n/a,130,-155,UTAH VALLEY,130
BASKETBALL,COLLEGE MENS,LOUISIANA,OLD DOMINION,n/a,-192,160,OLD DOMINION,160
BASKETBALL,COLLEGE MENS,SOUTH ALABAMA,ARKANSAS STATE,n/a,-120,100,SOUTH ALABAMA,-120
BASKETBALL,COLLEGE MENS,SE MISSOURI STATE,SOUTHERN INDIANA,n/a,-325,260,SE MISSOURI STATE,-325
BASKETBALL,COLLEGE MENS,SOUTHERN UTAH,TARLETON STATE,n/a,-310,250,TARLETON STATE,250
BASKETBALL,COLLEGE MENS,EASTERN ILLINOIS,TENNESSEE TECH,n/a,-130,110,TENNESSEE TECH,110
BASKETBALL,COLLEGE MENS,LINDENWOOD,TENNESSEE STATE,n/a,-125,105,LINDENWOOD,-125
BASKETBALL,COLLEGE MENS,WESTERN ILLINOIS,UT MARTIN,n/a,-115,-105,UT MARTIN,-105
BASKETBALL,COLLEGE MENS,UC DAVIS,CAL STATE FULLERTON,n/a,-375,295,UC DAVIS,-375
BASKETBALL,COLLEGE MENS,MONTANA,NORTHERN ARIZONA,n/a,-355,280,MONTANA,-355
BASKETBALL,COLLEGE MENS,UTAH TECH,UT ARLINGTON,n/a,150,-180,UTAH TECH,150
BASKETBALL,COLLEGE MENS,DENVER,NORTH DAKOTA,n/a,-130,110,NORTH DAKOTA,110
BASKETBALL,COLLEGE MENS,MONTANA STATE,NORTHERN COLORADO,n/a,-118,-102,NORTHERN COLORADO,-102
BASKETBALL,COLLEGE MENS,SAM HOUSTON,LIBERTY,n/a,"","",LIBERTY,""
BASKETBALL,COLLEGE MENS,WASHINGTON STATE,PACIFIC,n/a,-2100,1100,PACIFIC,1100
BASKETBALL,COLLEGE MENS,UC SAN DIEGO,CAL POLY,n/a,-1600,900,UC SAN DIEGO,-1600
BASKETBALL,COLLEGE MENS,SAN FRANCISCO,PORTLAND,n/a,-4000,1600,SAN FRANCISCO,-4000
BASKETBALL,COLLEGE MENS,SANTA CLARA,OREGON STATE,n/a,-278,225,SANTA CLARA,-278
BASKETBALL,COLLEGE MENS,UC SANTA BARBARA,CSU BAKERSFIELD,n/a,-375,295,UC SANTA BARBARA,-375
BASKETBALL,COLLEGE MENS,CSUN,UC IRVINE,n/a,145,-175,UC IRVINE,-175
BASKETBALL,COLLEGE MENS,UC RIVERSIDE,HAWAII,n/a,-148,124,HAWAII,124
BASKETBALL,COLLEGE MENS,PORTLAND STATE,EASTERN WASHINGTON,n/a,-162,136,PORTLAND STATE,-162
BASKETBALL,COLLEGE MENS,SACRAMENTO STATE,IDAHO,n/a,136,-162,IDAHO,-162
BASKETBALL,NBA,CLE CAVALIERS,OKC THUNDER,n/a,-142,120,CLE CAVALIERS,-142
BASKETBALL,NBA,IND PACERS,CHI BULLS,n/a,-245,200,IND PACERS,-245
BASKETBALL,NBA,PHI 76ERS,WAS WIZARDS,n/a,-550,410,PHI 76ERS,-550
BASKETBALL,NBA,NY KNICKS,TOR RAPTORS,n/a,-700,500,NY KNICKS,-700
BASKETBALL,NBA,BKN NETS,DET PISTONS,n/a,270,-340,DET PISTONS,-340
BASKETBALL,NBA,NO PELICANS,POR TRAIL BLAZERS,n/a,-142,120,POR TRAIL BLAZERS,120
BASKETBALL,NBA,DEN NUGGETS,LA CLIPPERS,n/a,114,-135,DEN NUGGETS,114
BASKETBALL,NBA,MIL BUCKS,SA SPURS,n/a,-198,164,MIL BUCKS,-198
BASKETBALL,COLLEGE MENS,HOLY CROSS,NAVY,n/a,-125,105,HOLY CROSS,-125
BASKETBALL,COLLEGE MENS,VILLANOVA,UCONN,n/a,-120,100,VILLANOVA,-120
BASKETBALL,COLLEGE MENS,SETON HALL,DEPAUL,n/a,-162,136,SETON HALL,-162
BASKETBALL,COLLEGE MENS,APPALACHIAN STATE,COASTAL CAROLINA,n/a,-360,285,APPALACHIAN STATE,-360
BASKETBALL,COLLEGE MENS,YOUNGSTOWN STATE,NORTHERN KENTUCKY,n/a,-130,110,YOUNGSTOWN STATE,-130
BASKETBALL,COLLEGE MENS,LA SALLE,LOYOLA CHICAGO,n/a,114,-135,LOYOLA CHICAGO,-135
BASKETBALL,COLLEGE MENS,SOUTH CAROLINA,ALABAMA,n/a,425,-575,ALABAMA,-575
BASKETBALL,COLLEGE MENS,ARKANSAS,OLE MISS,n/a,-192,160,OLE MISS,160
BASKETBALL,COLLEGE MENS,INDIANA,USC,n/a,-298,240,INDIANA,-298
BASKETBALL,COLLEGE MENS,GEORGE MASON,RICHMOND,n/a,-1000,650,GEORGE MASON,-1000
BASKETBALL,COLLEGE MENS,UMASS,DAYTON,n/a,440,-600,UMASS,440
BASKETBALL,COLLEGE MENS,THE CITADEL,FURMAN,n/a,850,-1450,FURMAN,-1450
BASKETBALL,COLLEGE MENS,MIAMI FL,FLORIDA STATE,n/a,-130,110,FLORIDA STATE,110
BASKETBALL,COLLEGE MENS,UCF,COLORADO,n/a,-325,260,UCF,-325
BASKETBALL,COLLEGE MENS,WOFFORD,WESTERN CAROLINA,n/a,-1450,850,WOFFORD,-1450
BASKETBALL,COLLEGE MENS,NC STATE,NOTRE DAME,n/a,-155,130,NC STATE,-155
BASKETBALL,COLLEGE MENS,RHODE ISLAND,GEORGE WASHINGTON,n/a,-278,225,GEORGE WASHINGTON,225
BASKETBALL,COLLEGE MENS,CHARLOTTE,FLORIDA ATLANTIC,n/a,210,-258,FLORIDA ATLANTIC,-258
BASKETBALL,COLLEGE MENS,BRADLEY,DRAKE,n/a,-135,114,DRAKE,114
BASKETBALL,COLLEGE MENS,NORTHERN IOWA,MURRAY STATE,n/a,-245,200,MURRAY STATE,200
BASKETBALL,COLLEGE MENS,CHARLESTON SOUTHERN,HIGH POINT,n/a,310,-395,HIGH POINT,-395
BASKETBALL,COLLEGE MENS,BUCKNELL,LAFAYETTE,n/a,-175,145,BUCKNELL,-175
BASKETBALL,COLLEGE MENS,EAST CAROLINA,TEMPLE,n/a,-162,136,EAST CAROLINA,-162
BASKETBALL,COLLEGE MENS,DUQUESNE,SAINT JOSEPHS,n/a,136,-162,DUQUESNE,136
BASKETBALL,COLLEGE MENS,PURDUE FORT WAYNE,MILWAUKEE,n/a,-155,130,PURDUE FORT WAYNE,-155
BASKETBALL,COLLEGE MENS,LONGWOOD,UNC ASHEVILLE,n/a,-180,150,LONGWOOD,-180
BASKETBALL,COLLEGE MENS,USC UPSTATE,PRESBYTERIAN,n/a,160,-192,USC UPSTATE,160
BASKETBALL,COLLEGE MENS,MERCER,ETSU,n/a,120,-142,ETSU,-142
BASKETBALL,COLLEGE MENS,GARDNER-WEBB,WINTHROP,n/a,140,-166,GARDNER-WEBB,140
BASKETBALL,COLLEGE MENS,ROBERT MORRIS,CLEVELAND STATE,n/a,-142,120,CLEVELAND STATE,120
BASKETBALL,COLLEGE MENS,BOSTON UNIVERSITY,AMERICAN,n/a,-155,130,BOSTON UNIVERSITY,-155
BASKETBALL,COLLEGE MENS,BELMONT,SOUTHERN ILLINOIS,n/a,-625,455,BELMONT,-625
BASKETBALL,COLLEGE MENS,EVANSVILLE,ILLINOIS STATE,n/a,200,-245,EVANSVILLE,200
BASKETBALL,COLLEGE MENS,VALPARAISO,INDIANA STATE,n/a,-170,142,VALPARAISO,-170
BASKETBALL,COLLEGE MENS,PROVIDENCE,BUTLER,n/a,-142,120,PROVIDENCE,-142
BASKETBALL,COLLEGE MENS,GEORGIA STATE,GEORGIA SOUTHERN,n/a,-155,130,GEORGIA STATE,-155
BASKETBALL,COLLEGE MENS,KANSAS,ARIZONA STATE,n/a,-1600,900,KANSAS,-1600
BASKETBALL,COLLEGE MENS,ILLINOIS,PENN STATE,n/a,-600,440,ILLINOIS,-600
BASKETBALL,COLLEGE MENS,OKLAHOMA,TEXAS A&M,n/a,-166,140,TEXAS A&M,-166
BASKETBALL,COLLEGE MENS,NORTH TEXAS,RICE,n/a,-650,470,NORTH TEXAS,-650
BASKETBALL,COLLEGE MENS,STANFORD,VIRGINIA TECH,n/a,-375,295,STANFORD,-375
BASKETBALL,COLLEGE MENS,GONZAGA,SAN DIEGO,n/a,"","",GONZAGA,""
BASKETBALL,COLLEGE MENS,SAINT THOMAS MN,SOUTH DAKOTA STATE,n/a,-180,150,SAINT THOMAS MN,-180
BASKETBALL,COLLEGE MENS,OMAHA,UMKC,n/a,-122,102,OMAHA,-122
BASKETBALL,COLLEGE MENS,SAN DIEGO STATE,AIR FORCE,n/a,-3600,1500,SAN DIEGO STATE,-3600
BASKETBALL,COLLEGE MENS,CALIFORNIA,VIRGINIA,n/a,-205,170,CALIFORNIA,-205
BASKETBALL,NBA,WAS WIZARDS,HOU ROCKETS,n/a,550,-800,HOU ROCKETS,-800
BASKETBALL,NBA,CHA HORNETS,PHO SUNS,n/a,160,-192,CHA HORNETS,160
BASKETBALL,NBA,DAL MAVERICKS,LA LAKERS,n/a,225,-278,DAL MAVERICKS,225
BASKETBALL,NBA,NO PELICANS,MIN TIMBERWOLVES,n/a,180,-218,MIN TIMBERWOLVES,-218
BASKETBALL,NBA,UTA JAZZ,ATL HAWKS,n/a,210,-258,ATL HAWKS,-258
BASKETBALL,NBA,DEN NUGGETS,BOS CELTICS,n/a,200,-245,BOS CELTICS,-245
BASKETBALL,NBA,GS WARRIORS,MIA HEAT,n/a,-425,330,MIA HEAT,330
BASKETBALL,COLLEGE MENS,MORGAN STATE,NC CENTRAL,n/a,140,-166,MORGAN STATE,140
BASKETBALL,COLLEGE MENS,FLORIDA,TENNESSEE,n/a,-192,160,FLORIDA,-192
BASKETBALL,COLLEGE MENS,GEORGIA,KENTUCKY,n/a,120,-142,GEORGIA,120
BASKETBALL,COLLEGE MENS,DUKE,PITTSBURGH,n/a,-1450,850,DUKE,-1450
BASKETBALL,COLLEGE MENS,WEST VIRGINIA,ARIZONA,n/a,140,-166,ARIZONA,-166
BASKETBALL,COLLEGE MENS,LOUISVILLE,CLEMSON,n/a,-166,140,LOUISVILLE,-166
BASKETBALL,COLLEGE MENS,AKRON,CENTRAL MICHIGAN,n/a,-380,300,AKRON,-380
BASKETBALL,COLLEGE MENS,TOLEDO,EASTERN MICHIGAN,n/a,-535,400,TOLEDO,-535
BASKETBALL,COLLEGE MENS,NORTHERN ILLINOIS,KENT STATE,n/a,625,-950,KENT STATE,-950
BASKETBALL,COLLEGE MENS,WESTERN MICHIGAN,BOWLING GREEN,n/a,-218,180,BOWLING GREEN,-218
BASKETBALL,COLLEGE MENS,BALL STATE,MIAMIA OH,n/a,100,-120,MIAMI OH,-120
BASKETBALL,COLLEGE MENS,UAB,TULANE,n/a,-410,320,UAB,-410
BASKETBALL,COLLEGE MENS,MARQUETTE,GEORGETOWN,n/a,-1000,650,MARQUETTE,-1000
BASKETBALL,COLLEGE MENS,IOWA STATE,UTAH,n/a,-2100,1100,IOWA STATE,-2100
BASKETBALL,COLLEGE MENS,BAYLOR,CINCINNATI,n/a,-245,200,BAYLOR,-245
BASKETBALL,COLLEGE MENS,IOWA,NEBRASKA,n/a,-180,150,IOWA,-180
BASKETBALL,COLLEGE MENS,OKLAHOMA STATE,KANSAS STATE,n/a,-155,130,OKLAHOMA STATE,-155
BASKETBALL,COLLEGE MENS,UTSA,TULSA,n/a,-218,180,TULSA,180
BASKETBALL,COLLEGE MENS,MISSOURI STATE,ILLINOIS CHICAGO,n/a,-142,120,ILLINOIS CHICAGO,120
BASKETBALL,COLLEGE MENS,EASTERN ILLINOIS,SIU EDWARDSVILLE,n/a,124,-148,SIU EDWARDSVILLE,-148
BASKETBALL,COLLEGE MENS,TEXAS,AUBURN,n/a,470,-650,AUBURN,-650
BASKETBALL,COLLEGE MENS,NORTH CAROLINA,SMU,n/a,-285,230,NORTH CAROLINA,-285
BASKETBALL,COLLEGE MENS,VANDERBILT,MISSISSIPPI STATE,n/a,130,-155,MISSISSIPPI STATE,-155
BASKETBALL,COLLEGE MENS,COLORADO STATE,FRESNO STATE,n/a,-1450,850,COLORADO STATE,-1450
BASKETBALL,COLLEGE MENS,BYU,TEXAS TECH,n/a,-130,110,TEXAS TECH,110
BASKETBALL,COLLEGE MENS,MISSOURI,LSU,n/a,-290,235,MISSOURI,-290
BASKETBALL,COLLEGE MENS,UCLA,MICHIGAN,n/a,-155,130,MICHIGAN,130
BASKETBALL,COLLEGE MENS,SAN JOSE STATE,UTAH STATE,n/a,450,-650,UTAH STATE,-650
BASKETBALL,COLLEGE MENS,WYOMING,NEW MEXICO,n/a,240,-298,NEW MEXICO,-298
BASKETBALL,COLLEGE MENS,BOISE STATE,UNLV,n/a,-355,280,BOISE STATE,-355
BASKETBALL,COLLEGE MENS,SAINT MARYS,LOYOLA MARYMOUNT,n/a,-1650,950,SAINT MARYS,-1650
BASKETBALL,NBA,DET PISTONS,POR TRAIL BLAZERS,n/a,-250,205,DET PISTONS,-250
BASKETBALL,NBA,PHI 76ERS,PHO SUNS,n/a,-155,130,PHO SUNS,130
BASKETBALL,NBA,NY KNICKS,ORL MAGIC,n/a,-650,470,ORL MAGIC,470
BASKETBALL,NBA,BKN NETS,IND PACERS,n/a,360,-470,IND PACERS,-470
BASKETBALL,NBA,TOR RAPTORS,MIL BUCKS,n/a,230,-285,MIL BUCKS,-285
BASKETBALL,NBA,CHI BULLS,SA SPURS,n/a,124,-148,CHI BULLS,124
BASKETBALL,NBA,MIN TIMBERWOLVES,LA CLIPPERS,n/a,-135,114,MIN TIMBERWOLVES,-135
BASKETBALL,NBA,MEM GRIZZLIES,DAL MAVERICKS,n/a,-198,164,MEM GRIZZLIES,-198
BASKETBALL,NBA,SAC KINGS,MIA HEAT,n/a,-175,145,SAC KINGS,-175
BASKETBALL,COLLEGE MENS,DELAWARE STATE,NORFOLK STATE,n/a,260,-325,NORFOLK STATE,-325
BASKETBALL,COLLEGE MENS,RUTGERS,WISCONSIN,n/a,105,-125,WISCONSIN,-125
BASKETBALL,COLLEGE MENS,WICHITA STATE,SOUTH FLORIDA,n/a,-360,285,SOUTH FLORIDA,285
BASKETBALL,COLLEGE MENS,ALABAMA STATE,ARKANSAS-PINE BLUFF,n/a,-1000,650,ALABAMA STATE,-1000
BASKETBALL,COLLEGE MENS,SE LOUISIANA,UT RIO GRANDE VALLEY,n/a,136,-162,SE LOUISIANA,136
BASKETBALL,COLLEGE MENS,NORTHWESTERN STATE,MCNEESE,n/a,490,-675,MCNEESE,-675
BASKETBALL,COLLEGE MENS,STEPHEN F. AUSTIN,HOUSTON CHRISTIAN,n/a,-485,370,HOUSTON CHRISTIAN,370
BASKETBALL,COLLEGE MENS,NEW ORLEANS,A&M-CORPUS CHRISTI,n/a,440,-600,A&M-CORPUS CHRISTI,-600
BASKETBALL,COLLEGE MENS,EAST TEXAS A&M,NICHOLLS STATE,n/a,200,-245,NICHOLLS STATE,-245
BASKETBALL,COLLEGE MENS,COPPIN STATE,SOUTH CAROLINA STATE,n/a,455,-625,SOUTH CAROLINA STATE,-625
BASKETBALL,COLLEGE MENS,ALABAMA A&M,MISSISSIPPI VALLEY,n/a,-2100,1100,ALABAMA A&M,-2100
BASKETBALL,COLLEGE MENS,LAMAR,INCARNATE WORD,n/a,-166,140,LAMAR,-166
BASKETBALL,COLLEGE MENS,PRAIRIE VIEW,SOUTHERN UNIVERSITY,n/a,170,-205,SOUTHERN UNIVERSITY,-205
BASKETBALL,COLLEGE MENS,MINNESOTA,OHIO STATE,n/a,190,-230,OHIO STATE,-230
BASKETBALL,COLLEGE MENS,HOUSTON,TCU,n/a,-4500,1700,HOUSTON,-4500
BASKETBALL,COLLEGE MENS,TEXAS SOUTHERN,GRAMBLING,n/a,-180,150,TEXAS SOUTHERN,-180
FOOTBALL,NFL,NE PATRIOTS,BUF BILLS,n/a,150,-180,NE PATRIOTS,150
FOOTBALL,NFL,TB BUCCANEERS,NO SAINTS,n/a,-950,625,TB BUCCANEERS,-950
FOOTBALL,NFL,GB PACKERS,CHI BEARS,n/a,-455,350,CHI BEARS,350
