Sport,League,Home_Team,Away_Team,Scenario,Points,Actual_Points,OU
BASKETBALL,CBB,OHIO,AUSTIN PEAY,n/a,142.0,136,U
BASKETBALL,CBB,NORTHERN KENTUCKY,DETROIT MERCY,n/a,135.0,133,U
BASKETBALL,CBB,SOUTH FLORIDA,BETHUNE-COOKMAN,n/a,148.0,148,D
BASKETBALL,CBB,UMASS,NORTHEASTERN,n/a,148.5,149,O
BASKETBALL,CBB,WRIGHT STATE,YOUNGSTOWN STATE,n/a,143.5,150,O
BASKETBALL,CBB,GEORGE WASHINGTON,LAFAYETTE,n/a,142.5,144,O
BASKETBALL,CBB,INDIANA STATE,MURRAY STATE,n/a,153.0,158,O
BASKETBALL,CBB,UNC WILMINGTON,FLORIDA GULF COAST,n/a,139.0,145,O
BASKETBALL,CBB,ETSU,ELON,n/a,144.5,142,U
BASKETBALL,CBB,VERMONT,MIAMI OH,n/a,130.0,142,O
BASKETBALL,CBB,WILLIAM & MARY,RICHMOND,n/a,155.5,180,O
BASKETBALL,CBB,FAIRFIELD,CENTRAL CONNECTICUT STATE,n/a,138.5,127,U
BASKETBALL,CBB,QUEENS NC,MERCER,n/a,161.0,139,U
BASKETBALL,CBB,CAMPBELL,LONGWOOD,n/a,142.5,132,U
BASKETBALL,CBB,GEORGIA TECH,UMBC,n/a,160.0,173,O
BASKETBALL,CBB,UAB,ALABAMA A&M,n/a,159.0,163,O
BASKETBALL,CBB,UT RIO GRANDE VALLEY,SOUTHERN UTAH,n/a,156.0,151,U
BASKETBALL,CBB,HOUSTON,TOLEDO,n/a,142.0,127,U
BASKETBALL,CBB,SAINT LOUIS,WOFFORD,n/a,150.5,145,U
BASKETBALL,CBB,ILLINOIS STATE,NORTHERN ILLINOIS,n/a,140.5,141,O
BASKETBALL,CBB,OKLAHOMA STATE,TARLETON STATE,n/a,139.0,127,U
BASKETBALL,CBB,BRADLEY,SAN FRANCISCO,n/a,141.0,130,U
BASKETBALL,CBB,UT ARLINGTON,EVANSVILLE,n/a,150.5,134,U
BASKETBALL,CBB,LOUISIANA,APPALACHIAN STATE,n/a,136.0,130,U
BASKETBALL,CBB,VANDERBILT,THE CITADEL,n/a,149.0,158,O
BASKETBALL,CBB,MARQUETTE,BUTLER,n/a,148.5,150,O
BASKETBALL,CBB,OKLAHOMA,MICHIGAN,n/a,149.0,173,O
BASKETBALL,CBB,NORTH DAKOTA,ALABAMA,n/a,167.0,187,O
BASKETBALL,CBB,ARIZONA,SAMFORD,n/a,168.0,160,U
BASKETBALL,CBB,NEW MEXICO,VCU,n/a,151.5,149,U
BASKETBALL,CBB,UC DAVIS,IDAHO,n/a,141.5,140,U
BASKETBALL,CBB,IDAHO STATE,UTAH VALLEY,n/a,136.0,126,U
BASKETBALL,CBB,USC,CSUN,n/a,151.5,159,O
BASKETBALL,CBB,SANTA CLARA,KENNESAW STATE,n/a,157.5,168,O
BASKETBALL,CBB,PACIFIC,PORTLAND STATE,n/a,148.0,156,O
BASKETBALL,CBB,LOYOLA MARYMOUNT,UC SANTA BARBARA,n/a,142.0,118,U
BASKETBALL,CBB,UC RIVERSIDE,MONTANA STATE,n/a,143.0,163,O
BASKETBALL,CBB,PORTLAND,CSU BAKERSFIELD,n/a,141.0,145,O
BASKETBALL,CBB,WASHINGTON,WASHINGTON STATE,n/a,149.0,162,O
BASKETBALL,CBB,NORTH TEXAS,MISSISSIPPI VALLEY,n/a,123.0,125,O
BASKETBALL,CBB,GONZAGA,NICHOLLS STATE,n/a,155.5,174,O
FOOTBALL,CFB,JAMES MADISON,WESTERN KENTUCKY,n/a,49.5,44,U
FOOTBALL,CFB,UNLV,CALIFORNIA,n/a,46.0,37,U
FOOTBALL,CFB,WEST VIRGINIA,MEMPHIS,n/a,60.5,77,O
BASKETBALL,NBA,OKC THUNDER,MIL BUCKS,IN-SEASON TOURNAMENT,216.0,178,U
BASKETBALL,CBB,HOWARD,DREXEL,n/a,143.0,133,U
BASKETBALL,CBB,UNC ASHEVILLE,NORTH FLORIDA,n/a,161.5,176,O
BASKETBALL,CBB,FLORIDA,NORTH CAROLINA,n/a,167.5,174,O
BASKETBALL,CBB,DAYTON,UNLV,n/a,140.5,131,U
BASKETBALL,CBB,SOUTH CAROLINA,CLEMSON,n/a,134.0,179,O
BASKETBALL,CBB,DUKE,GEORGE MASON,n/a,136.5,115,U
BASKETBALL,CBB,MICHIGAN STATE,OAKLAND,n/a,133.0,135,O
BASKETBALL,CBB,FLORIDA STATE,WINTHROP,n/a,159.0,146,U
BASKETBALL,CBB,WAKE FOREST,JAMES MADISON,n/a,135.5,133,U
BASKETBALL,CBB,OLE MISS,SOUTHERN UNIVERSITY,n/a,143.5,135,U
BASKETBALL,CBB,QUINNIPIAC,HOLY CROSS,n/a,143.5,139,U
BASKETBALL,CBB,EAST CAROLINA,FIU,n/a,143.0,139,U
BASKETBALL,CBB,CHARLOTTE,WEST GEORGIA,n/a,139.0,145,O
BASKETBALL,CBB,NORTH CAROLINA A&T,COASTAL CAROLINA,n/a,146.5,141,U
BASKETBALL,CBB,GEORGIA SOUTHERN,GARDNER-WEBB,n/a,152.5,167,O
BASKETBALL,CBB,ROBERT MORRIS,TOWSON,n/a,132.0,145,O
BASKETBALL,CBB,TENNESSEE,WESTERN CAROLINA,n/a,142.0,120,U
BASKETBALL,CBB,VILLANOVA,SETON HALL,n/a,126.5,146,O
BASKETBALL,CBB,MISSOURI,JACKSONVILLE STATE,n/a,146.5,155,O
BASKETBALL,CBB,MISSISSIPPI STATE,CENTRAL MICHIGAN,n/a,148.0,142,U
BASKETBALL,CBB,WICHITA STATE,UMKC,n/a,148.0,138,U
BASKETBALL,CBB,MARYLAND,SAINT FRANCIS PA,n/a,146.5,168,O
BASKETBALL,CBB,OHIO STATE,VALPARAISO,n/a,150.5,168,O
BASKETBALL,CBB,KANSAS STATE,DRAKE,n/a,134.5,143,O
BASKETBALL,CBB,WESTERN KENTUCKY,SEATTLE,n/a,149.0,159,O
BASKETBALL,CBB,AUBURN,GEORGIA STATE,n/a,155.5,159,O
BASKETBALL,CBB,SOUTHERN MISS,LAMAR,n/a,139.0,134,U
BASKETBALL,CBB,ULM,HOUSTON CHRISTIAN,n/a,137.0,142,O
BASKETBALL,CBB,WESTERN ILLINOIS,TENNESSEE TECH,n/a,139.5,139,U
BASKETBALL,CBB,UTAH STATE,UC SAN DIEGO,n/a,150.5,148,U
BASKETBALL,CBB,COLORADO STATE,RADFORD,n/a,137.0,146,O
BASKETBALL,CBB,BOISE STATE,TEXAS SOUTHERN,n/a,148.5,133,U
BASKETBALL,CBB,LSU,STETSON,n/a,150.5,152,O
BASKETBALL,CBB,UTAH,FLORIDA A&M,n/a,152.0,148,U
BASKETBALL,CBB,UCLA,PRAIRIE VIEW,n/a,147.0,186,O
BASKETBALL,CBB,STANFORD,MERRIMACK,n/a,135.5,142,O
BASKETBALL,CBB,CAL POLY,DENVER,n/a,161.5,189,O
BASKETBALL,CBB,OREGON STATE,SACRAMENTO STATE,n/a,131.0,127,U
BASKETBALL,NBA,DET PISTONS,MIA HEAT,n/a,219.0,249,O
BASKETBALL,NBA,CHA HORNETS,PHI 76ERS,n/a,216.5,229,O
BASKETBALL,NBA,BKN NETS,CLE CAVALIERS,n/a,215.5,231,O
BASKETBALL,NBA,TOR RAPTORS,CHI BULLS,n/a,240.5,243,O
BASKETBALL,NBA,SAC KINGS,DEN NUGGETS,n/a,237.5,259,O
BASKETBALL,NBA,LA CLIPPERS,UTA JAZZ,n/a,222.5,251,O
BASKETBALL,CBB,CHARLESTON,WOFFORD,n/a,148.0,144,U
BASKETBALL,CBB,CENTRAL ARKANSAS,THE CITADEL,n/a,138.0,144,O
BASKETBALL,CBB,GRAMBLING,SE LOUISIANA,n/a,134.0,140,O
BASKETBALL,CBB,MIDDLE TENNESSEE,CALIFORNIA BAPTIST,n/a,146.5,139,U
BASKETBALL,CBB,LOUISIANA TECH,GRAND CANYON,n/a,144.5,140,U
BASKETBALL,CBB,TCU,SOUTH ALABAMA,n/a,138.0,107,U
BASKETBALL,CBB,NORTHERN IOWA,MONTANA,n/a,145.5,180,O
BASKETBALL,CBB,NORTHERN COLORADO,AIR FORCE,n/a,141.5,157,O
BASKETBALL,CBB,RICE,ALCORN,n/a,136.0,152,O
BASKETBALL,CBB,TEXAS TECH,ORAL ROBERTS,n/a,148.5,136,U
BASKETBALL,CBB,UTEP,TARLETON STATE,n/a,130.5,129,U
BASKETBALL,CBB,NEW MEXICO STATE,SOUTHERN UTAH,n/a,146.0,141,U
FOOTBALL,NFL,MIN VIKINGS,CHI BEARS,n/a,44.0,42,U
FOOTBALL,NFL,LV RAIDERS,ATL FALCONS,n/a,44.5,24,U
FOOTBALL,NFL,NY GIANTS,BAL RAVENS,n/a,42.5,49,O
FOOTBALL,NFL,NO SAINTS,WAS COMMANDERS,n/a,44.0,39,U
FOOTBALL,NFL,CLE BROWNS,KC CHIEFS,n/a,41.5,28,U
FOOTBALL,NFL,TEN TITANS,CIN BENGALS,n/a,46.5,64,O
FOOTBALL,NFL,HOU TEXANS,MIA DOLPHINS,n/a,46.0,32,U
FOOTBALL,NFL,JAX JAGUARS,NY JETS,n/a,41.0,57,O
FOOTBALL,NFL,CAR PANTHERS,DAL COWBOYS,n/a,43.0,44,O
FOOTBALL,NFL,DET LIONS,BUF BILLS,n/a,54.5,90,O
FOOTBALL,NFL,DEN BRONCOS,IND COLTS,n/a,43.5,44,O
FOOTBALL,NFL,PHI EAGLES,PIT STEELERS,n/a,43.0,40,U
FOOTBALL,NFL,ARI CARDINALS,NE PATRIOTS,n/a,46.0,47,O
FOOTBALL,NFL,LA CHARGERS,TB BUCCANEERS,n/a,45.5,57,O
FOOTBALL,NFL,SEA SEAHAWKS,GB PACKERS,n/a,46.5,43,U
FOOTBALL,NFL,SF 49ERS,LA RAMS,n/a,48.5,22,U
BASKETBALL,NBA,MIA HEAT,TOR RAPTORS,n/a,224.5,"",U
BASKETBALL,NBA,NO PELICANS,SAC KINGS,n/a,231.5,"",U
BASKETBALL,CBB,VIRGINIA TECH,NORTH CAROLINA A&T,n/a,146.5,"",O
BASKETBALL,CBB,VIRGINIA,BETHUNE-COOKMAN,n/a,126.0,"",U
BASKETBALL,CBB,THE CITADEL,CAMPBELL,n/a,136.0,"",O
BASKETBALL,CBB,IOWA,IOWA STATE,n/a,161.5,"",O
BASKETBALL,CBB,TEXAS,NEW MEXICO STATE,n/a,142.0,"",O
BASKETBALL,CBB,ARKANSAS STATE,UT ARLINGTON,n/a,157.0,"",O
BASKETBALL,CBB,EVANSVILLE,CHATTANOOGA,n/a,148.5,"",U
BASKETBALL,CBB,MERRIMACK,BOSTON UNIVERSITY,n/a,127.0,125,U
BASKETBALL,CBB,LOUISIANA TECH,GEORGIA SOUTHERN,n/a,144.5,140,U
BASKETBALL,CBB,NEBRASKA,INDIANA,n/a,155.5,153,U
BASKETBALL,CBB,NORTHERN IOWA,OMAHA,n/a,142.0,136,U
BASKETBALL,CBB,UTSA,NORTH DAKOTA,n/a,154.0,156,O
BASKETBALL,CBB,COLORADO,SOUTH DAKOTA STATE,n/a,145.0,145,D
BASKETBALL,CBB,SAIN THOMAS MN,WESTERN MICHIGAN,n/a,147.5,148,O
BASKETBALL,CBB,UTAH TECH,WEBER STATE,n/a,144.0,144,D
BASKETBALL,NBA,CLE CAVALIERS,WAS WIZARDS,n/a,232.5,220,U
BASKETBALL,NBA,PHI 76ERS,IND PACERS,n/a,228.5,228,U
BASKETBALL,NBA,MEM GRIZZLIES,BKN NETS,n/a,228.0,254,O
BASKETBALL,NBA,CHI BULLS,CHA HORNETS,n/a,232.0,204,U
BASKETBALL,NBA,MIN TIMBERWOLVES,LA LAKERS,n/a,213.5,184,U
BASKETBALL,NBA,DEN NUGGETS,LA CLIPPERS,n/a,227.0,218,U
BASKETBALL,NBA,UTA JAZZ,PHO SUNS,n/a,234.0,260,O
BASKETBALL,NBA,POR TRAIL BLAZERS,SA SPURS,n/a,225.0,234,O
BASKETBALL,CBB,CLEMSON,MEMPHIS,n/a,143.5,169,O
BASKETBALL,CBB,PURDUE,TEXAS A&M,n/a,144.5,136,U
BASKETBALL,CBB,FURMAN,SOUTH CAROLINA STATE,n/a,143.0,132,U
BASKETBALL,CBB,SOUTH DAKOTA,WESTERN ILLINOIS,n/a,154.5,155,O
BASKETBALL,CBB,PENN STATE,COPPIN STATE,n/a,145.0,150,O
BASKETBALL,CBB,AUBURN,OHIO STATE,n/a,154.0,144,U
BASKETBALL,CBB,DEPAUL,WICHITA STATE,n/a,152.0,163,O
BASKETBALL,CBB,LOUISIANA,LAMAR,n/a,146.5,119,U
BASKETBALL,CBB,YOUNGSTOWN STATE,TOLEDO,n/a,149.0,180,O
BASKETBALL,CBB,JACKSONVILLE,ETSU,n/a,145.0,112,U
BASKETBALL,CBB,CINCINNATI,XAVIER,n/a,145.5,133,U
BASKETBALL,CBB,UCF,TULSA,n/a,144.5,163,O
BASKETBALL,CBB,UMASS LOWELL,DARTMOUTH,n/a,154.0,175,O
BASKETBALL,CBB,FLORIDA ATLANTIC,TEXAS STATE,n/a,149.0,169,O
BASKETBALL,CBB,UNC ASHEVILLE,WESTERN CAROLINA,n/a,145.5,139,U
BASKETBALL,CBB,APPALACHIAN STATE,HIGH POINT,n/a,137.5,124,U
BASKETBALL,CBB,WESTERN KENTUCKY,MURRAY STATE,n/a,148.5,157,O
BASKETBALL,CBB,LONGWOOD,NC CENTRAL,n/a,145.5,147,O
BASKETBALL,CBB,GARDNER-WEBB,QUEENS NC,n/a,155.5,168,O
BASKETBALL,CBB,SOUTH CAROLINA,USC UPSTATE,n/a,151.5,126,U
BASKETBALL,CBB,GEORGIA STATE,CHARLOTTE,n/a,143.0,140,U
BASKETBALL,CBB,BUTLER,WISCONSIN,n/a,146.0,157,O
BASKETBALL,CBB,ARIZONA,UCLA,n/a,145.0,111,U
BASKETBALL,CBB,RUTGERS,SETON HALL,n/a,133.5,129,U
BASKETBALL,CBB,CALIFORNIA,NORTHWESTERN STATE,n/a,144.5,150,O
BASKETBALL,CBB,HOWARD,UNC WILMINGTON,n/a,146.5,171,O
BASKETBALL,CBB,BELLARMINE,BALL STATE,n/a,144.0,168,O
BASKETBALL,CBB,UT ARLINGTON,ULM,n/a,152.0,145,U
BASKETBALL,CBB,KANSAS,NC STATE,n/a,145.0,135,U
BASKETBALL,CBB,ARIZONA STATE,FLORIDA,n/a,155.5,149,U
BASKETBALL,CBB,NORTH CAROLINA,LA SALLE,n/a,163.5,160,U
BASKETBALL,CBB,SOUTHERN MISS,OLE MISS,n/a,148.0,123,U
BASKETBALL,CBB,UTAH STATE,SOUTH FLORIDA,n/a,155.0,155,D
BASKETBALL,CBB,SMU,LSU,n/a,154.0,138,U
BASKETBALL,CBB,ARKANSAS,CENTRAL ARKANSAS,n/a,148.0,139,U
BASKETBALL,CBB,PEPPERDINE,NORTHERN ARIZONA,n/a,146.5,162,O
BASKETBALL,CBB,MARSHALL,OHIO,n/a,157.0,149,U
BASKETBALL,CBB,STETSON,FIU,n/a,147.5,153,O
BASKETBALL,CBB,VALPARAISO,CENTRAL MICHIGAN,n/a,144.5,170,O
BASKETBALL,CBB,FLORIDA STATE,TULANE,n/a,148.0,141,U
BASKETBALL,CBB,SANTA CLARA,BRADLEY,n/a,145.0,158,O
BASKETBALL,CBB,LINDENWOOD,IU INDIANAPOLIS,n/a,143.0,144,O
BASKETBALL,CBB,WASHINGTON STATE,MISSOURI STATE,n/a,141.5,169,O
BASKETBALL,CBB,OREGON STATE,UC IRVINE,n/a,134.5,122,U
BASKETBALL,CBB,WEST VIRGINIA,BETHUNE-COOKMAN,n/a,136.5,145,O
BASKETBALL,CBB,JACKSONVILLE STATE,UTAH VALLEY,n/a,142.0,136,U
BASKETBALL,CBB,AUSTIN PEAY,SOUTHERN ILLINOIS,n/a,133.5,125,U
BASKETBALL,CBB,NORTH FLORIDA,UNC GREENSBOR0,n/a,147.5,166,O
BASKETBALL,CBB,KENTUCKY,LOUISVILLE,n/a,159.0,178,O
BASKETBALL,CBB,ILLINOIS,TENNESSEE,n/a,147.0,130,U
BASKETBALL,CBB,MISSISSIPPI STATE,MCNEESE,n/a,143.5,129,U
BASKETBALL,CBB,GEORGIA,GRAND CANYON,n/a,149.0,141,U
BASKETBALL,CBB,DUQUESNE,TOWSON,n/a,126.5,112,U
BASKETBALL,CBB,RICHMOND,BELMONT,n/a,149.0,179,O
BASKETBALL,CBB,DAYTON,MARQUETTE,n/a,150.0,134,U
BASKETBALL,CBB,DAVIDSON,DETROIT MERCY,n/a,144.5,137,U
BASKETBALL,CBB,UTAH,RADFORD,n/a,143.0,144,O
BASKETBALL,CBB,LIBERTY,NORTH CAROLINA A&T,n/a,143.0,157,O
BASKETBALL,CBB,UC SANTA BARBARA,GREEN BAY,n/a,151.0,149,U
BASKETBALL,CBB,FRESNO STATE,SAN DIEGO,n/a,152.5,138,U
BASKETBALL,CBB,MOUNT SAINT MARYS,LOYOLA MARYLAND,n/a,141.0,146,O
BASKETBALL,CBB,COLORADO STATE,VCU,n/a,135.5,144,O
BASKETBALL,CBB,UCONN,GONZAGA,n/a,152.5,148,U
BASKETBALL,CBB,OKLAHOMA STATE,OKLAHOMA,n/a,153.5,145,U
BASKETBALL,CBB,EASTERN KENTUCKY,EASTERN ILLINOIS,n/a,142.0,147,O
BASKETBALL,CBB,UMKC,BOWLING GREEN,n/a,142.0,162,O
BASKETBALL,CBB,ALABAMA,CREIGHTON,n/a,163.5,158,U
BASKETBALL,CBB,BYU,WYOMING,n/a,146.0,117,U
BASKETBALL,CBB,LOYOLA MARYMOUNT,PRAIRIE VIEW,n/a,158.5,151,U
BASKETBALL,CBB,BOISE STATE,SAINT MARYS,n/a,138.5,132,U
BASKETBALL,CBB,NEVADA,TEXAS SOUTHERN,n/a,141.0,178,O
BASKETBALL,CBB,SAN JOSE STATE,CAL POLY,n/a,155.0,207,O
BASKETBALL,CBB,SACRAMENTO STATE,UC DAVIS,n/a,136.5,131,U
BASKETBALL,CBB,UNLV,PACIFIC,n/a,138.5,137,U
BASKETBALL,CBB,HAWAII,A&M-CORPUS CHRISTI,n/a,142.5,133,U
BASKETBALL,NBA,MIL BUCKS,ATL HAWKS,n/a,232.5,212,U
BASKETBALL,NBA,OKC THUNDER,HOU ROCKETS,n/a,216.0,207,U
FOOTBALL,CFB,WESTERN MICHIGAN,SOUTH ALABAMA,n/a,56.5,53,U
BASKETBALL,CBB,VIRGINIA TECH,NAVY,n/a,141.0,152,O
BASKETBALL,CBB,EAST TEXAS A&M,SOUTH ALABAMA,n/a,134.5,153,O
BASKETBALL,CBB,RHODE ISLAND,CENTRAL CONNECTICUT STATE,n/a,142.0,146,O
BASKETBALL,CBB,OLD DOMINION,NORTHEASTERN,n/a,143.0,146,O
BASKETBALL,CBB,NORTHERN KENTUCKY,NORFOLK STATE,n/a,138.5,133,O
BASKETBALL,CBB,IOWA STATE,OMAHA,n/a,149.0,134,U
BASKETBALL,CBB,MILWAUKEE,AKRON,n/a,154.5,181,O
BASKETBALL,CBB,MIAMI FL,PRESBYTERIAN,n/a,143.5,169,O
BASKETBALL,CBB,NORTH DAKOTA STATE,WESTERN MICHIGAN,n/a,145.0,160,O
BASKETBALL,CBB,CHATTANOOGA,ALABAMA A&M,n/a,151.0,148,U
BASKETBALL,CBB,MERCER,CHICAGO STATE,n/a,151.0,138,U
BASKETBALL,CBB,EASTERN MICHIGAN,PURDUE FORT WAYNE,n/a,147.0,175,O
BASKETBALL,CBB,LITTLE ROCK,ILLINOIS CHICAGO,n/a,146.5,146,U
BASKETBALL,CBB,MORGAN STATE,CAMPBELL,n/a,148.0,162,O
BASKETBALL,CBB,IOWA,NEW ORLEANS,n/a,163.5,161,U
BASKETBALL,CBB,NORTH DAKOTA,UTSA,n/a,154.5,180,O
BASKETBALL,CBB,TEXAS,ARKANSAS-PINE BLUFF,n/a,158.5,178,O
BASKETBALL,CBB,BOSTON COLLEGE,STONEHILL,n/a,136.5,142,O
BASKETBALL,CBB,GEORGIA TECH,NORTHWESTERN,n/a,138.0,131,U
BASKETBALL,CBB,KENT STATE,MERCYHURST,n/a,127.5,139,O
BASKETBALL,CBB,ILLINOIS STATE,SAINT LOUIS,n/a,149.5,158,O
BASKETBALL,CBB,CAL STATE FULLERTON,DENVER,n/a,138.0,133,U
BASKETBALL,CBB,OREGON,STEPHEN F. AUSTIN,n/a,134.5,140,O
BASKETBALL,CBB,UAB,ARKANSAS STATE,n/a,159.0,187,O
BASKETBALL,CBB,LOYOLA CHICAGO,SAN FRANCISCO,n/a,139.0,142,O
BASKETBALL,CBB,IDAHO,UC SAN DIEGO,n/a,141.0,136,U
BASKETBALL,CBB,USC,MONTANA STATE,n/a,140.5,152,O
BASKETBALL,NBA,IND PACERS,NO PELICANS,n/a,231.0,223,U
BASKETBALL,NBA,ORL MAGIC,NY KNICKS,n/a,214.0,191,U
BASKETBALL,NBA,WAS WIZARDS,BOS CELTICS,n/a,234.0,210,U
BASKETBALL,NBA,SA SPURS,MIN TIMBERWOLVES,n/a,214.5,198,U
BASKETBALL,NBA,PHO SUNS,POR TRAIL BLAZERS,n/a,231.5,225,U
BASKETBALL,NBA,GS WARRIORS,DAL MAVERICKS,n/a,227.0,276,O
BASKETBALL,NBA,LA LAKERS,MEM GRIZZLIES,n/a,235.0,226,U